Sequence Name,mcg,gvh,alm,mit,erl,pox,vac,nuc
PH84_YEAST,0.38,0.45,0.37,0.19,0.5,0,0.52,0.3
KSS1_YEAST,0.52,0.48,0.54,0.28,0.5,0,0.54,0.22
CC12_YEAST,0.6,0.5,0.57,0.25,0.5,0,0.41,0.26
RPC4_YEAST,0.36,0.49,0.55,0.21,0.5,0,0.55,0.33
MSP1_YEAST,0.63,0.6,0.5,0.27,0.5,0,0.55,0.22
AGA1_YEAST,0.78,0.74,0.42,0.26,0.5,0,0.43,0.22
SC62_YEAST,0.54,0.44,0.35,0.19,0.5,0,0.51,0.27
PES4_YEAST,0.67,0.46,0.58,0.3,0.5,0,0.57,0.27
RM09_YEAST,0.58,0.53,0.57,0.46,0.5,0,0.51,0.27
KC22_YEAST,0.49,0.31,0.49,0.35,0.5,0,0.51,0.29
CAD1_YEAST,0.48,0.23,0.57,0.27,0.5,0,0.48,0.47
GAL1_YEAST,0.48,0.35,0.42,0.21,0.5,0,0.57,0.22
RS8_YEAST,0.37,0.3,0.62,0.43,0.5,0,0.44,0.39
YM38_YEAST,0.39,0.28,0.54,0.14,0.5,0,0.59,0.22
YN94_YEAST,0.81,0.79,0.32,0.37,0.5,0,0.41,0.22
RL35_YEAST,0.52,0.47,0.58,0.18,0.5,0,0.34,0.11
ADH1_YEAST,0.43,0.53,0.52,0.13,0.5,0,0.55,0.22
ST14_YEAST,0.4,0.65,0.38,0.17,0.5,0,0.57,0.22
CC10_YEAST,0.5,0.64,0.57,0.15,0.5,0,0.47,0.22
SP21_YEAST,0.44,0.59,0.54,0.18,0.5,0,0.49,0.22
ZUO1_YEAST,0.43,0.4,0.6,0.16,0.5,0,0.53,0.39
PMT2_YEAST,0.27,0.49,0.36,0.26,0.5,0,0.49,0.26
PMGY_YEAST,0.55,0.41,0.56,0.21,0.5,0,0.52,0.22
AMPM_YEAST,0.48,0.51,0.57,0.24,0.5,0,0.5,0.22
PRC6_YEAST,0.53,0.43,0.57,0.24,0.5,0,0.39,0.28
MET4_YEAST,0.55,0.65,0.5,0.28,0.5,0,0.55,0.22
RPC3_YEAST,0.29,0.4,0.5,0.16,0.5,0,0.51,0.34
YKA5_YEAST,0.41,0.25,0.59,0.44,0.5,0,0.6,0.69
CEM1_YEAST,0.71,0.59,0.48,0.43,0.5,0,0.59,0.22
RNA1_YEAST,0.45,0.52,0.5,0.12,0.5,0,0.6,0.22
LEU2_YEAST,0.51,0.43,0.47,0.19,0.5,0,0.52,0.37
MAN1_YEAST,0.37,0.36,0.56,0.18,0.5,0,0.48,0.26
FPPS_YEAST,0.55,0.56,0.45,0.14,0.5,0,0.54,0.22
RU1A_YEAST,0.47,0.46,0.55,0.28,0.5,0,0.44,0.46
SNQ2_YEAST,0.45,0.57,0.38,0.28,0.5,0,0.53,0.31
NOT2_YEAST,0.64,0.6,0.57,0.19,0.5,0,0.43,0.22
MAS6_YEAST,0.41,0.41,0.51,0.19,0.5,0,0.57,0.22
YB48_YEAST,0.29,0.39,0.46,0.36,0.5,0,0.51,0.22
CIN1_YEAST,0.48,0.61,0.44,0.2,0.5,0,0.47,0.22
DUR3_YEAST,0.83,0.58,0.33,0.04,0.5,0,0.53,0.22
NDC1_YEAST,0.47,0.59,0.37,0.31,0.5,0,0.51,0.36
TSL1_YEAST,0.79,0.56,0.53,0.19,0.5,0,0.47,0.35
THIL_YEAST,0.54,0.65,0.49,0.34,0.5,0,0.52,0.22
INO4_YEAST,0.45,0.38,0.59,0.18,0.5,0,0.44,0.45
SPT2_YEAST,0.37,0.48,0.67,0.37,0.5,0,0.56,0.62
PHR_YEAST,0.5,0.42,0.57,0.49,0.5,0,0.48,0.27
CYAA_YEAST,0.2,0.26,0.52,0.14,0.5,0,0.53,0.44
PTR2_YEAST,0.36,0.33,0.38,0.15,0.5,0,0.55,0.36
LYS2_YEAST,0.46,0.47,0.46,0.16,0.5,0,0.51,0.22
COQ2_YEAST,0.63,0.56,0.45,0.58,0.5,0,0.51,0.22
CACP_YEAST,0.45,0.41,0.5,0.46,0.5,0.5,0.5,0.27
FHL1_YEAST,0.33,0.44,0.49,0.08,0.5,0,0.48,0.49
COX4_YEAST,0.5,0.52,0.6,0.51,0.5,0,0.48,0.22
SFL1_YEAST,0.49,0.49,0.52,0.18,0.5,0,0.51,0.25
TRK2_YEAST,0.59,0.48,0.41,0.53,0.5,0,0.48,0.56
ALF_YEAST,0.56,0.62,0.53,0.24,0.5,0,0.57,0.22
YHP0_YEAST,0.38,0.44,0.57,0.14,0.5,0,0.53,0.52
RT02_YEAST,0.57,0.4,0.62,0.3,0.5,0,0.48,0.11
SC14_YEAST,0.38,0.4,0.53,0.12,0.5,0,0.55,0.22
THIK_YEAST,0.46,0.48,0.44,0.21,0.5,0,0.55,0.22
PRC8_YEAST,0.45,0.45,0.52,0.17,0.5,0,0.54,0.22
HBS1_YEAST,0.21,0.38,0.49,0.16,0.5,0,0.51,0.45
GCR2_YEAST,0.54,0.56,0.57,0.18,0.5,0,0.45,0.25
CYPC_YEAST,0.47,0.46,0.59,0.49,0.5,0,0.56,0.22
YHQ1_YEAST,0.72,0.73,0.41,0.28,0.5,0,0.44,0.22
RPC6_YEAST,0.37,0.45,0.53,0.14,0.5,0,0.49,0.22
LIP5_YEAST,0.68,0.5,0.55,0.65,0.5,0,0.46,0.31
RM25_YEAST,0.45,0.43,0.63,0.4,0.5,0,0.59,0.11
RA55_YEAST,0.64,0.5,0.53,0.1,0.5,0,0.51,0.22
DCP3_YEAST,0.52,0.46,0.51,0.18,0.5,0,0.5,0.22
PRC5_YEAST,0.28,0.51,0.55,0.19,0.5,0,0.57,0.22
ER24_YEAST,0.63,0.61,0.41,0.22,0.5,0,0.51,0.22
PT17_YEAST,0.75,0.6,0.43,0.35,0.5,0,0.45,0.27
DBR1_YEAST,0.55,0.54,0.56,0.22,0.5,0,0.5,0.37
ENO2_YEAST,0.45,0.56,0.53,0.32,0.5,0,0.57,0.22
MBP1_YEAST,0.5,0.49,0.52,0.2,0.5,0,0.43,0.52
MSN2_YEAST,0.53,0.4,0.57,0.12,0.5,0,0.53,0.32
SP23_YEAST,0.48,0.65,0.36,0.24,0.5,0,0.54,0.31
SNF6_YEAST,0.55,0.4,0.62,0.22,0.5,0,0.37,0.28
ACR1_YEAST,0.66,0.55,0.45,0.19,0.5,0,0.46,0.22
SED4_YEAST,0.52,0.55,0.39,0.09,1,0,0.55,0.25
COFI_YEAST,0.44,0.42,0.6,0.21,0.5,0,0.57,0.22
XRS2_YEAST,0.64,0.56,0.52,0.17,0.5,0,0.54,0.47
YKM9_YEAST,0.41,0.45,0.46,0.23,0.5,0,0.5,0.7
BDF1_YEAST,0.33,0.43,0.64,0.16,0.5,0,0.52,0.52
ATPA_YEAST,0.45,0.55,0.54,0.66,0.5,0,0.47,0.22
RA54_YEAST,0.43,0.41,0.51,0.34,0.5,0,0.49,0.28
TPS2_YEAST,0.54,0.43,0.48,0.27,0.5,0,0.44,0.41
CAPB_YEAST,0.3,0.56,0.55,0.18,0.5,0,0.5,0.22
GCS1_YEAST,0.43,0.51,0.54,0.15,0.5,0,0.45,0.26
NAB2_YEAST,0.56,0.63,0.52,0.2,0.5,0,0.34,0.26
KHS1_YEAST,0.89,0.77,0.36,0.34,0.5,0,0.44,0.22
ERG1_YEAST,0.58,0.6,0.43,0.12,0.5,0,0.55,0.22
MCM1_YEAST,0.18,0.48,0.46,0.12,0.5,0,0,0.25
ILV5_YEAST,0.57,0.61,0.55,0.67,0.5,0,0.48,0.22
YJ64_YEAST,0.85,0.85,0.3,0.31,0.5,0,0.55,0.42
FUR1_YEAST,0.69,0.6,0.5,0.31,0.5,0,0.55,0.22
IF2G_YEAST,0.51,0.35,0.46,0.15,0.5,0,0.51,0.42
RL12_YEAST,0.59,0.51,0.48,0.12,0.5,0,0.54,0.31
CHI2_YEAST,0.82,0.75,0.54,0.23,0.5,0,0.46,0.22
CTPT_YEAST,0.41,0.4,0.59,0.47,0.5,0,0.48,0.43
FET4_YEAST,0.39,0.44,0.28,0.12,0.5,0,0.46,0.27
YN19_YEAST,0.41,0.59,0.46,0.19,0.5,0,0.36,0.22
RL3A_YEAST,0.43,0.33,0.67,0.12,0.5,0,0.45,0.23
VM11_YEAST,0.68,0.68,0.35,0.16,0.5,0,0.62,0.22
FKB3_YEAST,0.54,0.57,0.52,0.19,0.5,0,0.59,0.67
VP16_YEAST,0.41,0.48,0.51,0.2,0.5,0,0.51,0.22
EXG1_YEAST,0.77,0.87,0.47,0.37,0.5,0,0.48,0.22
R19B_YEAST,0.52,0.43,0.61,0.22,0.5,0,0.45,0.22
SYMM_YEAST,0.51,0.48,0.51,0.43,0.5,0,0.49,0.22
YME1_YEAST,0.63,0.57,0.5,0.48,0.5,0,0.51,0.22
P2B2_YEAST,0.59,0.5,0.52,0.28,0.5,0,0.55,0.25
SR68_YEAST,0.62,0.33,0.49,0.24,0.5,0,0.51,0.42
SC12_YEAST,0.55,0.52,0.44,0.2,0.5,0,0.56,0.22
SSB1_YEAST,0.44,0.39,0.63,0.11,0.5,0,0.49,0.26
ASSY_YEAST,0.66,0.62,0.49,0.1,0.5,0,0.49,0.22
DA80_YEAST,0.59,0.58,0.56,0.21,0.5,0,0.54,0.33
NOP2_YEAST,0.43,0.28,0.53,0.34,0.5,0,0.55,0.57
VATA_YEAST,0.36,0.51,0.51,0.17,0.5,0,0.52,0.22
ABC1_YEAST,0.5,0.54,0.48,0.65,0.5,0,0.53,0.22
IF2B_YEAST,0.41,0.35,0.6,0.22,0.5,0,0.56,0.79
SED1_YEAST,0.77,0.82,0.4,0.36,0.5,0,0.38,0.22
YBI8_YEAST,0.45,0.5,0.43,0.16,0.5,0,0.52,0.28
COX6_YEAST,0.5,0.4,0.56,0.7,0.5,0,0.5,0.22
RS4_YEAST,0.25,0.48,0.45,0.32,0.5,0,0.4,0.22
ACT5_YEAST,0.5,0.34,0.55,0.21,0.5,0,0.49,0.22
SPT7_YEAST,0.49,0.6,0.54,0.35,0.5,0,0.53,0.46
YBE2_YEAST,0.26,0.3,0.37,0.15,0.5,0,0.53,0.25
R37A_YEAST,0.4,0.45,0.61,0.29,0.5,0,0.44,0.22
CBPS_YEAST,0.7,0.65,0.54,0.28,0.5,0,0.6,0.4
ATP7_YEAST,0.54,0.52,0.63,0.37,0.5,0,0.46,0.22
ACE2_YEAST,0.42,0.37,0.59,0.2,0.5,0,0.52,0.29
